start-time             |end-time               |duration|rtt     |proto|sip                                   |sp   |dip                                     |dp   |srcMacAddress    |destMacAddress   |iflags  |uflags  |riflags |ruflags |isn     |risn    |tag|rtag|pkt    |oct     |rpkt    |roct    |end-reason
2024-01-11 11:01:47.154|2024-01-11 11:01:47.189|   0.035|   0.000|  6|                             192.168.1.1|54703|                           192.168.1.171|49000|dc:39:6f:f7:bf:70|c2:39:6f:31:35:8e|       S|     APF|      AS|     APF|74d72350|bfb6a28a|000|000|       5|     412|       5|     392|
2024-01-11 11:01:47.191|2024-01-11 11:01:47.221|   0.030|   0.000|  6|                             192.168.1.1|33667|                           192.168.1.171|49000|dc:39:6f:f7:bf:70|c2:39:6f:31:35:8e|       S|     APF|      AS|     APF|6fc7e7e7|511d99ea|000|000|       5|     443|       5|     485|
2024-01-11 11:01:47.192|2024-01-11 11:01:47.223|   0.031|   0.000|  6|                             192.168.1.1|35223|                           192.168.1.171|49000|dc:39:6f:f7:bf:70|c2:39:6f:31:35:8e|       S|     APF|      AS|     APF|64ea0c83|6a280d2c|000|000|       5|     443|       5|     485|
2024-01-11 11:01:47.193|2024-01-11 11:01:47.225|   0.032|   0.000|  6|                             192.168.1.1|58657|                           192.168.1.171|49000|dc:39:6f:f7:bf:70|c2:39:6f:31:35:8e|       S|     APF|      AS|     APF|a377c211|6e22a65a|000|000|       5|     443|       5|     485|
2024-01-11 11:01:47.193|2024-01-11 11:01:47.226|   0.033|   0.001|  6|                             192.168.1.1|55195|                           192.168.1.171|49000|dc:39:6f:f7:bf:70|c2:39:6f:31:35:8e|       S|     APF|      AS|     APF|bb628dc4|33823f54|000|000|       5|     437|       5|     485|
2024-01-11 11:01:48.207|2024-01-11 11:01:48.263|   0.056|   0.001|  6|                           192.168.1.171|34457|                             192.168.1.1|32977|c2:39:6f:31:35:8e|dc:39:6f:f7:bf:70|       S|     APF|      AS|     APF|3f29f8a0|4d5663da|000|000|       6|     852|       4|     340|
2024-01-11 11:01:48.212|2024-01-11 11:01:48.293|   0.081|   0.001|  6|                           192.168.1.171|46583|                             192.168.1.1|32977|c2:39:6f:31:35:8e|dc:39:6f:f7:bf:70|       S|     APF|      AS|     APF|4c3ddadd|a934a90d|000|000|       5|     800|       4|     340|
2024-01-11 11:01:48.213|2024-01-11 11:01:48.294|   0.081|   0.001|  6|                           192.168.1.171|46561|                             192.168.1.1|32977|c2:39:6f:31:35:8e|dc:39:6f:f7:bf:70|       S|     APF|      AS|     APF|8aac1f21|be5b0f24|000|000|       6|     852|       4|     340|
2024-01-11 11:01:48.215|2024-01-11 11:01:48.294|   0.079|   0.001|  6|                           192.168.1.171|34479|                             192.168.1.1|32977|c2:39:6f:31:35:8e|dc:39:6f:f7:bf:70|       S|     APF|      AS|     APF|93bfb26f|29948215|000|000|       6|     781|       4|     340|
2024-01-11 10:31:29.340|2024-01-11 11:00:37.781|1748.441|   0.000|  2|                            192.168.1.50|    0|                             224.0.0.251|    0|70:ee:50:a1:5d:c4|01:00:5e:00:00:fb|       0|       0|       0|       0|00000000|00000000|000|000|      15|     480|       0|       0|active 
2024-01-11 10:31:25.465|2024-01-11 11:00:31.160|1745.695|   0.000|  2|                             192.168.1.7|    0|                              224.0.0.22|    0|d8:3a:dd:25:51:37|01:00:5e:00:00:16|       0|       0|       0|       0|00000000|00000000|000|000|      15|     600|       0|       0|active 
2024-01-11 10:56:49.965|2024-01-11 10:56:49.978|   0.013|   0.013| 17|                             192.168.1.2|51233|                             192.168.1.1|   53|00:e0:4c:53:44:58|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      71|       1|     236|idle 
2024-01-11 10:56:50.158|2024-01-11 10:56:50.170|   0.012|   0.012| 17|                             192.168.1.2|43459|                             192.168.1.1|   53|00:e0:4c:53:44:58|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      82|       1|     194|idle 
2024-01-11 10:56:50.166|2024-01-11 10:56:50.179|   0.013|   0.013| 17|                             192.168.1.2|53409|                             192.168.1.1|   53|00:e0:4c:53:44:58|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      82|       1|     224|idle 
2024-01-11 10:56:50.321|2024-01-11 10:56:50.334|   0.013|   0.013| 17|                             192.168.1.2|50771|                             192.168.1.1|   53|00:e0:4c:53:44:58|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      55|       1|      83|idle 
2024-01-11 10:56:50.329|2024-01-11 10:56:50.343|   0.014|   0.014| 17|                             192.168.1.2|42962|                             192.168.1.1|   53|00:e0:4c:53:44:58|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      55|       1|      71|idle 
2024-01-11 10:56:50.337|2024-01-11 10:56:50.351|   0.014|   0.014| 17|                             192.168.1.2|55014|                             192.168.1.1|   53|00:e0:4c:53:44:58|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      94|       1|     186|idle 
2024-01-11 10:56:50.346|2024-01-11 10:56:50.359|   0.013|   0.013| 17|                             192.168.1.2|57390|                             192.168.1.1|   53|00:e0:4c:53:44:58|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      94|       1|     146|idle 
2024-01-11 10:56:50.378|2024-01-11 10:56:50.391|   0.013|   0.013| 17|                             192.168.1.2|56225|                             192.168.1.1|   53|00:e0:4c:53:44:58|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      65|       1|     127|idle 
2024-01-11 10:56:50.256|2024-01-11 10:56:50.744|   0.488|   0.024|  6|                           192.168.1.110|51799|                            17.57.146.27|  443|70:de:e2:69:68:6f|dc:39:6f:f7:bf:70|       S|      AP|      AS|      AP|6ea64f4f|5db0ae90|000|000|      13|    2905|      12|    4298|idle 
2024-01-11 10:56:50.807|2024-01-11 10:56:50.834|   0.027|   0.027| 17|                             192.168.1.2|53890|                             192.168.1.1|   53|00:e0:4c:53:44:58|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      75|       1|     103|idle 
2024-01-11 10:56:50.809|2024-01-11 10:56:50.836|   0.027|   0.027| 17|                             192.168.1.2|54459|                             192.168.1.1|   53|00:e0:4c:53:44:58|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      75|       1|      91|idle 
2024-01-11 10:56:50.816|2024-01-11 10:56:50.839|   0.023|   0.023| 17|                             192.168.1.2|34222|                             192.168.1.1|   53|00:e0:4c:53:44:58|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      71|       1|     136|idle 
2024-01-11 10:56:50.813|2024-01-11 10:56:50.848|   0.035|   0.035| 17|                             192.168.1.2|53190|                             192.168.1.1|   53|00:e0:4c:53:44:58|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      71|       1|     193|idle 
2024-01-11 11:01:52.203|2024-01-11 11:01:52.526|   0.323|   0.001|  6|                            192.168.1.10|45742|                             192.168.1.1|   80|b8:27:eb:09:4c:3c|dc:39:6f:f7:bf:70|       S|     APF|      AS|     APF|b77789f7|66ed078e|000|000|       5|     423|       5|    1278|
2024-01-11 11:01:52.536|2024-01-11 11:01:52.859|   0.323|   0.000|  6|                            192.168.1.10|45744|                             192.168.1.1|   80|b8:27:eb:09:4c:3c|dc:39:6f:f7:bf:70|       S|     APF|      AS|     APF|5fb40bac|5e25bab5|000|000|       5|     488|       5|    1461|
2024-01-11 11:01:45.391|2024-01-11 11:01:52.868|   7.477|   0.000|  6|                            192.168.1.10|52142|                             192.168.1.1|49000|b8:27:eb:09:4c:3c|dc:39:6f:f7:bf:70|       S|     APF|      AS|     APF|34416429|771358f8|000|000|     197|   19761|     168|  485643|
2024-01-11 10:57:57.184|2024-01-11 11:01:57.754| 240.570|   0.017|  6|                          216.58.212.134|  443|                           192.168.1.174|57634|dc:39:6f:f7:bf:70|6c:b1:33:a2:d1:20|      AS|     APF|      AP|     APF|4865b67b|02026ee9|000|000|      28|    8934|      27|    3275|
2024-01-11 11:00:07.366|2024-01-11 11:02:00.047| 112.681|   0.015|  6| 2a03:9b40:20e7:7900:5dab:3f4b:fa7d:99ec|46034|               2a00:1450:4001:0812::200a|  443|b8:27:eb:09:4c:3c|dc:39:6f:f7:bf:70|       S|     APF|      AS|     APF|d2c26119|837bebdb|000|000|      10|    1587|       7|    1867|
2024-01-11 10:56:52.046|2024-01-11 10:56:52.060|   0.014|   0.014| 17|                             192.168.1.2|46512|                             192.168.1.1|   53|00:e0:4c:53:44:58|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      60|       1|     222|idle 
2024-01-11 10:56:52.047|2024-01-11 10:56:52.063|   0.016|   0.016| 17|                             192.168.1.2|56301|                             192.168.1.1|   53|00:e0:4c:53:44:58|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      60|       1|     224|idle 
2024-01-11 10:56:52.049|2024-01-11 10:56:52.064|   0.015|   0.015| 17|                             192.168.1.2|46703|                             192.168.1.1|   53|00:e0:4c:53:44:58|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      60|       1|     200|idle 
2024-01-11 10:56:52.076|2024-01-11 10:56:52.090|   0.014|   0.014| 17|                             192.168.1.2|58428|                             192.168.1.1|   53|00:e0:4c:53:44:58|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      64|       1|     124|idle 
2024-01-11 10:56:52.650|2024-01-11 10:56:52.664|   0.014|   0.014| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|12989|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      91|       1|     148|idle 
2024-01-11 10:56:52.650|2024-01-11 10:56:52.667|   0.017|   0.017| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|43551|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      91|       1|     107|idle 
2024-01-11 10:56:52.650|2024-01-11 10:56:52.669|   0.019|   0.019| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|38105|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      91|       1|     148|idle 
2024-01-11 11:01:59.343|2024-01-11 11:02:00.788|   1.445|   0.042|  6|                            192.168.1.88|54314|                            99.80.34.175|  443|dc:fe:23:39:28:6c|dc:39:6f:f7:bf:70|       S|     APF|      AS|     APF|48401073|72b3c341|000|000|      18|    5136|      20|    6582|
2024-01-11 10:49:49.833|2024-01-11 11:02:04.392| 734.559|   0.039|  6|                           192.168.1.174|57177|                              3.69.93.92|  443|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       S|      AP|      AS|    APRF|6fac1bb1|eda162e2|000|000|     144|  133278|     176|   23982|
2024-01-11 10:57:03.667|2024-01-11 10:57:03.673|   0.006|   0.006| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|17347|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      89|       1|     282|idle 
2024-01-11 10:57:03.667|2024-01-11 10:57:03.683|   0.016|   0.016| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|62979|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      89|       1|     282|idle 
2024-01-11 10:57:03.667|2024-01-11 10:57:03.685|   0.018|   0.018| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|20134|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      89|       1|     221|idle 
2024-01-11 11:02:06.732|2024-01-11 11:02:07.060|   0.328|   0.000|  6|                            192.168.1.10|45762|                             192.168.1.1|   80|b8:27:eb:09:4c:3c|dc:39:6f:f7:bf:70|       S|     APF|      AS|     APF|8f00ec57|30c7f25b|000|000|       5|     423|       5|    1278|
2024-01-11 11:02:07.072|2024-01-11 11:02:07.432|   0.360|   0.001|  6|                            192.168.1.10|45764|                             192.168.1.1|   80|b8:27:eb:09:4c:3c|dc:39:6f:f7:bf:70|       S|     APF|      AS|     APF|34786a33|af667591|000|000|       5|     488|       5|    1461|
2024-01-11 11:02:00.411|2024-01-11 11:02:07.448|   7.037|   0.001|  6|                            192.168.1.10|52162|                             192.168.1.1|49000|b8:27:eb:09:4c:3c|dc:39:6f:f7:bf:70|       S|     APF|      AS|     APF|0e51e942|f0b97098|000|000|     171|   18409|     166|  485539|
2024-01-11 10:59:54.646|2024-01-11 11:02:09.684| 135.038|   0.017|  6|                           192.168.1.156|43674|                         142.250.184.202|  443|94:d3:31:3f:ba:63|dc:39:6f:f7:bf:70|       S|     APF|      AS|     APF|bf94bea3|b3655e20|000|000|      18|    8447|      15|    6790|
2024-01-11 10:57:07.645|2024-01-11 10:57:07.645|   0.000|   0.000| 17|                             192.168.1.1|53805|                         255.255.255.255|53805|dc:39:6f:f7:bf:70|ff:ff:ff:ff:ff:ff|       0|       0|       0|       0|00000000|00000000|000|000|       1|      44|       0|       0|idle 
2024-01-11 10:57:07.646|2024-01-11 10:57:07.646|   0.000|   0.000| 17|               fe80::de39:6fff:fef7:bf70|53805|                              ff02::0001|53805|dc:39:6f:f7:bf:70|33:33:00:00:00:01|       0|       0|       0|       0|00000000|00000000|000|000|       1|      64|       0|       0|idle 
2024-01-11 10:57:08.916|2024-01-11 10:57:08.928|   0.012|   0.012| 17|                             192.168.1.2|51992|                             192.168.1.1|   53|00:e0:4c:53:44:58|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      79|       1|     296|idle 
2024-01-11 10:57:08.918|2024-01-11 10:57:08.932|   0.014|   0.014| 17|                             192.168.1.2|57099|                             192.168.1.1|   53|00:e0:4c:53:44:58|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|     118|       1|     246|idle 
2024-01-11 10:57:08.914|2024-01-11 10:57:08.932|   0.018|   0.018| 17|                             192.168.1.2|51577|                             192.168.1.1|   53|00:e0:4c:53:44:58|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|     118|       1|     202|idle 
2024-01-11 10:57:08.920|2024-01-11 10:57:08.934|   0.014|   0.014| 17|                             192.168.1.2|59942|                             192.168.1.1|   53|00:e0:4c:53:44:58|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      79|       1|     308|idle 
2024-01-11 10:57:09.289|2024-01-11 10:57:09.303|   0.014|   0.014| 17|                             192.168.1.2|54958|                             192.168.1.1|   53|00:e0:4c:53:44:58|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      74|       1|     330|idle 
2024-01-11 10:57:10.518|2024-01-11 10:57:10.531|   0.013|   0.013| 17|                             192.168.1.2|51757|                             192.168.1.1|   53|00:e0:4c:53:44:58|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      77|       1|      93|idle 
2024-01-11 11:02:09.767|2024-01-11 11:02:11.275|   1.508|   0.040|  6|                            192.168.1.89|54326|                            99.80.34.210|  443|dc:fe:23:39:17:36|dc:39:6f:f7:bf:70|       S|     APF|      AS|     APF|487e305c|c91ace62|000|000|      19|    5188|      21|    6610|
2024-01-11 10:34:40.039|2024-01-11 11:02:12.998|1652.959|   0.039|  6|                           192.168.1.174|53637|                           69.192.161.54|  443|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|      AP|     APF|      AP|     APF|3694b842|f10f8cc8|000|000|     519|  201531|     587|   75988|
2024-01-11 11:02:13.403|2024-01-11 11:02:13.505|   0.102|   0.000|  6|                            192.168.1.53|62602|                         255.255.255.255| 1883|84:0d:8e:b1:25:e2|ff:ff:ff:ff:ff:ff|       S|      AR|       0|       0|686c2b01|00000000|000|000|       2|      84|       0|       0|
2024-01-11 10:59:15.237|2024-01-11 11:02:15.398| 180.161|   0.025|  6|                           192.168.1.174|57708|                            94.23.99.218|  443|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       S|     APF|      AS|     APF|83c2b3a7|54f73aa7|000|000|      18|    2581|      21|    6561|
2024-01-11 11:02:15.412|2024-01-11 11:02:15.446|   0.034|   0.007|  6|                            94.23.99.218|  443|                           192.168.1.174|57708|dc:39:6f:f7:bf:70|6c:b1:33:a2:d1:20|       A|       A|      AF|       R|54f74ffe|83c2ba2d|000|000|       2|     104|       2|      92|
2024-01-11 10:57:10.788|2024-01-11 10:57:10.790|   0.002|   0.002| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|46972|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      76|       1|     206|idle 
2024-01-11 10:57:10.788|2024-01-11 10:57:10.797|   0.009|   0.009| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|47756|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      76|       1|     206|idle 
2024-01-11 10:57:10.788|2024-01-11 10:57:10.828|   0.040|   0.040| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|11275|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      80|       1|     162|idle 
2024-01-11 10:57:10.788|2024-01-11 10:57:10.829|   0.041|   0.041| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536| 9627|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      76|       1|     161|idle 
2024-01-11 10:57:10.791|2024-01-11 10:57:10.849|   0.058|   0.058| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|45951|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      79|       1|     184|idle 
2024-01-11 10:57:10.791|2024-01-11 10:57:10.853|   0.062|   0.062| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|42967|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      79|       1|     184|idle 
2024-01-11 10:57:10.788|2024-01-11 10:57:10.860|   0.072|   0.072| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|51691|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      80|       1|     162|idle 
2024-01-11 10:57:10.788|2024-01-11 10:57:10.863|   0.075|   0.075| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|53550|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      83|       1|     145|idle 
2024-01-11 10:57:10.788|2024-01-11 10:57:10.864|   0.076|   0.076| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|20356|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      80|       1|     128|idle 
2024-01-11 10:57:10.790|2024-01-11 10:57:10.866|   0.076|   0.076| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|25934|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      83|       1|     161|idle 
2024-01-11 10:57:10.791|2024-01-11 10:57:10.868|   0.077|   0.077| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|61352|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      79|       1|     228|idle 
2024-01-11 10:57:10.870|2024-01-11 10:57:10.870|   0.000|   0.000| 17|               fd00::de39:6fff:fef7:bf70|   53| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|52924|dc:39:6f:f7:bf:70|6c:b1:33:a2:d1:20|       0|       0|       0|       0|00000000|00000000|000|000|       1|     215|       0|       0|idle 
2024-01-11 10:57:10.871|2024-01-11 10:57:10.871|   0.000|   0.000| 17|               fd00::de39:6fff:fef7:bf70|   53| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|43532|dc:39:6f:f7:bf:70|6c:b1:33:a2:d1:20|       0|       0|       0|       0|00000000|00000000|000|000|       1|     166|       0|       0|idle 
2024-01-11 10:57:10.791|2024-01-11 10:57:10.872|   0.081|   0.081| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536| 5348|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      79|       1|     172|idle 
2024-01-11 10:57:10.791|2024-01-11 10:57:10.892|   0.101|   0.101| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|34175|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      79|       1|     111|idle 
2024-01-11 10:57:10.791|2024-01-11 10:57:10.894|   0.103|   0.103| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|32395|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      79|       1|     172|idle 
2024-01-11 10:57:10.895|2024-01-11 10:57:10.895|   0.000|   0.000| 17|               fd00::de39:6fff:fef7:bf70|   53| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|59688|dc:39:6f:f7:bf:70|6c:b1:33:a2:d1:20|       0|       0|       0|       0|00000000|00000000|000|000|       1|     215|       0|       0|idle 
2024-01-11 10:57:10.896|2024-01-11 10:57:10.896|   0.000|   0.000| 17|               fd00::de39:6fff:fef7:bf70|   53| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536| 8000|dc:39:6f:f7:bf:70|6c:b1:33:a2:d1:20|       0|       0|       0|       0|00000000|00000000|000|000|       1|     306|       0|       0|idle 
2024-01-11 10:57:10.897|2024-01-11 10:57:10.897|   0.000|   0.000| 17|               fd00::de39:6fff:fef7:bf70|   53| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|42226|dc:39:6f:f7:bf:70|6c:b1:33:a2:d1:20|       0|       0|       0|       0|00000000|00000000|000|000|       1|     209|       0|       0|idle 
2024-01-11 10:57:10.903|2024-01-11 10:57:10.903|   0.000|   0.000| 17|               fd00::de39:6fff:fef7:bf70|   53| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|51376|dc:39:6f:f7:bf:70|6c:b1:33:a2:d1:20|       0|       0|       0|       0|00000000|00000000|000|000|       1|     201|       0|       0|idle 
2024-01-11 10:57:10.904|2024-01-11 10:57:10.904|   0.000|   0.000| 17|               fd00::de39:6fff:fef7:bf70|   53| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|22884|dc:39:6f:f7:bf:70|6c:b1:33:a2:d1:20|       0|       0|       0|       0|00000000|00000000|000|000|       1|     426|       0|       0|idle 
2024-01-11 10:57:10.909|2024-01-11 10:57:10.909|   0.000|   0.000| 17|               fd00::de39:6fff:fef7:bf70|   53| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|24006|dc:39:6f:f7:bf:70|6c:b1:33:a2:d1:20|       0|       0|       0|       0|00000000|00000000|000|000|       1|     331|       0|       0|idle 
2024-01-11 10:57:10.911|2024-01-11 10:57:10.911|   0.000|   0.000| 17|               fd00::de39:6fff:fef7:bf70|   53| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|61009|dc:39:6f:f7:bf:70|6c:b1:33:a2:d1:20|       0|       0|       0|       0|00000000|00000000|000|000|       1|     143|       0|       0|idle 
2024-01-11 10:57:10.914|2024-01-11 10:57:10.914|   0.000|   0.000| 17|               fd00::de39:6fff:fef7:bf70|   53| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536| 3151|dc:39:6f:f7:bf:70|6c:b1:33:a2:d1:20|       0|       0|       0|       0|00000000|00000000|000|000|       1|     279|       0|       0|idle 
2024-01-11 10:57:10.802|2024-01-11 10:57:10.919|   0.117|   0.117| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|27165|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      79|       1|     161|idle 
2024-01-11 10:57:10.802|2024-01-11 10:57:10.930|   0.128|   0.128| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|27505|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      79|       1|     161|idle 
2024-01-11 10:57:10.802|2024-01-11 10:57:10.946|   0.144|   0.144| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|34911|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      79|       1|     207|idle 
2024-01-11 10:57:10.791|2024-01-11 10:57:10.948|   0.157|   0.157| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|27763|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      85|       1|     253|idle 
2024-01-11 10:57:10.791|2024-01-11 10:57:10.950|   0.159|   0.159| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|39695|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      85|       1|     223|idle 
2024-01-11 10:57:10.791|2024-01-11 10:57:10.951|   0.160|   0.160| 17| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|25518|               fd00::de39:6fff:fef7:bf70|   53|6c:b1:33:a2:d1:20|dc:39:6f:f7:bf:70|       0|       0|       0|       0|00000000|00000000|000|000|       1|      85|       1|     253|idle 
2024-01-11 10:57:10.975|2024-01-11 10:57:10.975|   0.000|   0.000| 17|               fd00::de39:6fff:fef7:bf70|   53| 2a03:9b40:20e7:7900:b865:7f8b:e829:d536|13323|dc:39:6f:f7:bf:70|6c:b1:33:a2:d1:20|       0|       0|       0|       0|00000000|00000000|000|000|       1|     249|       0|       0|idle 
